fiscal_year,fund,department,tag_peoples_budget,class,total
2020,General Fund,Fleet Management -Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",17286549
2020,General Fund,Free Library,Libraries,Personal Services,40633647
2020,General Fund,Free Library,Libraries,Purchase of Services,2824077
2020,General Fund,Free Library,Libraries,"Materials, Supplies & Equip.",2302659
2020,General Fund,Free Library,Libraries,"Contrib., Indemnities & Taxes",0
2020,General Fund,Human Relations Commission,Government Operations,Personal Services,2323714
2020,General Fund,Human Relations Commission,Government Operations,Purchase of Services,34657
2020,General Fund,Human Relations Commission,Government Operations,"Materials, Supplies & Equip.",28031
2020,General Fund,Human Services,Youth Services,Personal Services,27646449
2020,General Fund,Human Services,Youth Services,Purchase of Services,89248594
2020,General Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",2069970
2020,General Fund,Human Services,Youth Services,"Contrib., Indemnities & Taxes",0
2020,General Fund,Labor,Government Operations,Personal Services,2065091
2020,General Fund,Labor,Government Operations,Purchase of Services,321277
2020,General Fund,Labor,Government Operations,"Materials, Supplies & Equip.",68460
2020,General Fund,Law,Government Operations,Personal Services,9427335
2020,General Fund,Law,Government Operations,Purchase of Services,6409034
2020,General Fund,Law,Government Operations,"Materials, Supplies & Equip.",248676
2020,General Fund,Licenses & Inspection,Government Operations,Personal Services,25967209
2020,General Fund,Licenses & Inspection,Government Operations,Purchase of Services,14403945
2020,General Fund,Licenses & Inspection,Government Operations,"Materials, Supplies & Equip.",911397
2020,General Fund,Licenses & Inspection,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,L&I-Board of Building Standards,Government Operations,Personal Services,80366
2020,General Fund,L&I-Board of L&I Review,Government Operations,Personal Services,163434
2020,General Fund,L&I-Board of L&I Review,Government Operations,Purchase of Services,10436
2020,General Fund,Managing Director,Government Operations,Personal Services,23170579
2020,General Fund,Managing Director,Government Operations,Purchase of Services,31472162
2020,General Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",1136979
2020,General Fund,Managing Director,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Managing Director-Legal Services,Government Operations,Purchase of Services,50439541
2020,General Fund,Mayor's Office,Government Operations,Personal Services,5393827
2020,General Fund,Mayor's Office,Government Operations,Purchase of Services,684965
2020,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",34841
2020,General Fund,Mayor's Office,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",200000
2020,General Fund,Mural Arts Program,Arts & Culture,Personal Services,638987
2020,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,1860615
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Personal Services,508300
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Purchase of Services,212014
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",7000
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3370688
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1534468
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,14360976
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,4784551
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,2627049
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",26665
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,0
2020,General Fund,Office of Education,Schools & Early Childhood Education,Personal Services,3292180
2020,General Fund,Office of Education,Schools & Early Childhood Education,Purchase of Services,42015834
2020,General Fund,Office of Education,Schools & Early Childhood Education,"Materials, Supplies & Equip.",42000
2020,General Fund,Office of Education,Schools & Early Childhood Education,"Contrib., Indemnities & Taxes",0
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,9545748
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,50023423
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",344127
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",32421
2020,General Fund,Office of Human Resources,Government Operations,Personal Services,5555785
2020,General Fund,Office of Human Resources,Government Operations,Purchase of Services,1229070
2020,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",89432
2020,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,22462148
2020,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,42805345
2020,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",5931046
2020,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Office of Innovation and Technology-911,Emergency Services,Personal Services,1416547
2020,General Fund,Office of Innovation and Technology-911,Emergency Services,Purchase of Services,26280561
2020,General Fund,Office of Innovation and Technology-911,Emergency Services,"Materials, Supplies & Equip.",13537978
2020,General Fund,Office of the Inspector General,Government Operations,Personal Services,1577241
2020,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,97975
2020,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",5225
2020,General Fund,Office of Property Assessment,Government Operations,Personal Services,14127682
2020,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,2403126
2020,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",787600
2020,General Fund,Office of Sustainability,Government Operations,Personal Services,551910
2020,General Fund,Office of Sustainability,Government Operations,Purchase of Services,393508
2020,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",17840
2020,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,250000
2020,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,52490935
2020,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,7115490
2020,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2740630
2020,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",2711000
2020,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2020,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,5167172
2020,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,5192113
2020,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",101461
2020,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",1350000
2020,General Fund,Police,Police,Personal Services,718359324
2020,General Fund,Police,Police,Purchase of Services,8353063
2020,General Fund,Police,Police,"Materials, Supplies & Equip.",14452710
2020,General Fund,Police,Police,"Contrib., Indemnities & Taxes",0
2020,General Fund,Prisons,Courts & the Justice System,Personal Services,139765668
2020,General Fund,Prisons,Courts & the Justice System,Purchase of Services,92842354
2020,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4373744
2020,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1201757
2020,General Fund,Procurement,Government Operations,Personal Services,2709242
2020,General Fund,Procurement,Government Operations,Purchase of Services,2916267
2020,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",49054
2020,General Fund,Public Health,Public Health Centers,Personal Services,58328165
2020,General Fund,Public Health,Public Health Centers,Purchase of Services,90224827
2020,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",7519148
2020,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",0
2020,General Fund,Public Health,Public Health Centers,Payments to Other Funds,4500000
2020,General Fund,Public Property,Government Operations,Personal Services,9395654
2020,General Fund,Public Property,Government Operations,Purchase of Services,31314408
2020,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1338535
2020,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Public Property,Government Operations,Payments to Other Funds,26643000
2020,General Fund,Public Property-SEPTA Subsidy,Public Transit,Purchase of Services,87556000
2020,General Fund,Public Property-Space Rentals,Government Operations,Purchase of Services,26278677
2020,General Fund,Public Property-Utilities,Government Operations,Purchase of Services,27393339
2020,General Fund,Records,Government Operations,Personal Services,3226285
2020,General Fund,Records,Government Operations,Purchase of Services,1538779
2020,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",143758
2020,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1456
2020,General Fund,Register of Wills,Government Operations,Personal Services,4286409
2020,General Fund,Register of Wills,Government Operations,Purchase of Services,125000
2020,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",140236
2020,General Fund,Revenue,Government Operations,Personal Services,23934508
2020,General Fund,Revenue,Government Operations,Purchase of Services,7755749
2020,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",1188976
2020,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Sheriff,Courts & the Justice System,Personal Services,25443537
2020,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,894517
2020,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",708907
2020,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2020,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,109222498
2020,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,187482819
2020,General Fund,Streets-Disposal,Government Operations,Purchase of Services,48340013
2020,General Fund,Streets,Streets,Personal Services,90464913
2020,General Fund,Streets,Streets,Purchase of Services,10470639
2020,General Fund,Streets,Streets,"Materials, Supplies & Equip.",7704196
2020,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",53171
2020,Water Fund,Office of Innovation and Technology,Government Operations,Personal Services,8700632
2020,Water Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,20015542
2020,Water Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",2133850
2020,Water Fund,Managing Director,Government Operations,Personal Services,138550
2020,Water Fund,Managing Director - Office of Fleet Management,Government Operations,Personal Services,3083114
2020,Water Fund,Managing Director - Office of Fleet Management,Government Operations,Purchase of Services,1489000
2020,Water Fund,Managing Director - Office of Fleet Management,Government Operations,"Materials, Supplies & Equip.",4274640
2020,Water Fund,Department of Public Property City of Philadelphia - 13 - City of Philadelphia,Government Operations,Purchase of Services,4270347
2020,Water Fund,Water,Government Operations,Personal Services,127354425
2020,Water Fund,Water,Government Operations,Purchase of Services,170795150
2020,Water Fund,Water,Government Operations,"Materials, Supplies & Equip.",54837900
2020,Water Fund,Water,Government Operations,"Contrib., Indemnities & Taxes",615000
2020,Water Fund,Water,Government Operations,Payments to Other Funds,74000000
2020,Water Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,147439194
2020,Water Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",7500000
2020,Water Fund,Revenue,Government Operations,Personal Services,10873116
2020,Water Fund,Revenue,Government Operations,Purchase of Services,5165000
2020,Water Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",1429500
2020,Water Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",5000
2020,Water Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,218105830
2020,Water Fund,Procurement,Government Operations,Personal Services,105285
2020,Water Fund,Law,Government Operations,Personal Services,2569445
2020,Water Fund,Law,Government Operations,Purchase of Services,691614
2020,Water Fund,Law,Government Operations,"Materials, Supplies & Equip.",43010
2020,Water Fund,Office of Sustainability,Government Operations,Personal Services,63874
2020,Water Fund,Office of Sustainability,Government Operations,Purchase of Services,30000
2020,Water Fund,Water,Government Operations,Personal Services,42782
2020,Water Fund,Water,Government Operations,Purchase of Services,750200
2020,Water Fund,Water,Government Operations,"Materials, Supplies & Equip.",25000
2020,Water Residual Fund,Water,Government Operations,Purchase of Services,2000000
2020,Water Residual Fund,Water,Government Operations,"Materials, Supplies & Equip.",2000000
2020,Water Residual Fund,Water,Government Operations,Payments to Other Funds,33000000
2020,County Liquid Fuels Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,Personal Services,3734000
2020,County Liquid Fuels Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,Purchase of Services,3320330
2020,County Liquid Fuels Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",200000
2020,County Liquid Fuels Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,Payments to Other Funds,18670
2020,Special Gasoline Tax Fund,Streets,Streets,Personal Services,6794388
2020,Special Gasoline Tax Fund,Streets,Streets,Purchase of Services,16729343
2020,Special Gasoline Tax Fund,Streets,Streets,"Materials, Supplies & Equip.",12386269
2020,Special Gasoline Tax Fund,Streets,Streets,Payments to Other Funds,30000
2020,Special Gasoline Tax Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,1000000
2020,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,800000
2020,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,1299083000
2020,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Payments to Other Funds,117000
2020,Hotel Room Rental Tax Fund,Director of Commerce City of Philadelphia - 16 - City of Philadelphia,Government Operations,"Contrib., Indemnities & Taxes",77562000
2020,Grants Revenue Fund,City Council,Government Operations,Personal Services,100000
2020,Grants Revenue Fund,City Council,Government Operations,Purchase of Services,75000
2020,Grants Revenue Fund,City Council,Government Operations,"Materials, Supplies & Equip.",30100
2020,Grants Revenue Fund,City Council,Government Operations,"Contrib., Indemnities & Taxes",100
2020,Grants Revenue Fund,City Council,Government Operations,Payments to Other Funds,100
2020,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Personal Services,252835
2020,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,1772138
2020,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Payments to Other Funds,101673000
2020,Grants Revenue Fund,Mayor,Government Operations,Personal Services,837663
2020,Grants Revenue Fund,Mayor,Government Operations,Pers. Svcs.-Emp.Benefits,64080
2020,Grants Revenue Fund,Mayor,Government Operations,Purchase of Services,11473
2020,Grants Revenue Fund,Mayor,Government Operations,"Materials, Supplies & Equip.",1969
2020,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,2620739
2020,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Pers. Svcs.-Emp.Benefits,492916
2020,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,15477033
2020,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Materials, Supplies & Equip.",65172
2020,Grants Revenue Fund,Office of Education,Schools & Early Childhood Education,Personal Services,171667
2020,Grants Revenue Fund,Office of Education,Schools & Early Childhood Education,Pers. Svcs.-Emp.Benefits,34063
2020,Grants Revenue Fund,Office of Education,Schools & Early Childhood Education,Purchase of Services,189630
2020,Grants Revenue Fund,Office of Education,Schools & Early Childhood Education,"Materials, Supplies & Equip.",1500
2020,Grants Revenue Fund,Managing Director,Government Operations,Personal Services,5728587
2020,Grants Revenue Fund,Managing Director,Government Operations,Pers. Svcs.-Emp.Benefits,327000
2020,Grants Revenue Fund,Managing Director,Government Operations,Purchase of Services,4153247
2020,Grants Revenue Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",334488
2020,Grants Revenue Fund,Police,Police,Personal Services,3473869
2020,Grants Revenue Fund,Police,Police,Pers. Svcs.-Emp.Benefits,361232
2020,Grants Revenue Fund,Police,Police,Purchase of Services,3453363
2020,Grants Revenue Fund,Police,Police,"Materials, Supplies & Equip.",7151521
2020,Grants Revenue Fund,Streets,Streets,Personal Services,1160000
2020,Grants Revenue Fund,Streets,Streets,Purchase of Services,21827000
2020,Grants Revenue Fund,Streets,Streets,"Materials, Supplies & Equip.",6694000
2020,Grants Revenue Fund,Fire,Emergency Services,Personal Services,16997374
2020,Grants Revenue Fund,Fire,Emergency Services,Pers. Svcs.-Emp.Benefits,1209022
2020,Grants Revenue Fund,Fire,Emergency Services,Purchase of Services,5068028
2020,Grants Revenue Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",3464091
2020,Grants Revenue Fund,Public Health,Public Health Centers,Personal Services,18803213
2020,Grants Revenue Fund,Public Health,Public Health Centers,Pers. Svcs.-Emp.Benefits,4363487
2020,Grants Revenue Fund,Public Health,Public Health Centers,Purchase of Services,100563075
2020,Grants Revenue Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",22009735
2020,Grants Revenue Fund,Public Health,Public Health Centers,Payments to Other Funds,21591455
2020,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,19656090
2020,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Pers. Svcs.-Emp.Benefits,9266948
2020,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,256212513
2020,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,"Materials, Supplies & Equip.",250000
2020,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Payments to Other Funds,97308
2020,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Personal Services,3660991
2020,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Pers. Svcs.-Emp.Benefits,568241
2020,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,1790209
2020,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",7533383
2020,Grants Revenue Fund,Human Services,Youth Services,Personal Services,87702944
2020,Grants Revenue Fund,Human Services,Youth Services,Pers. Svcs.-Emp.Benefits,40324776
2020,Grants Revenue Fund,Human Services,Youth Services,Purchase of Services,491056957
2020,Grants Revenue Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",3929155
2020,Grants Revenue Fund,Department of Human Services - Office of Homeless Services City of Philadelphia - 19 - City of Philadelphia,Government Operations,Personal Services,1952491
2020,Grants Revenue Fund,Department of Human Services - Office of Homeless Services City of Philadelphia - 19 - City of Philadelphia,Government Operations,Purchase of Services,42205373
2020,Grants Revenue Fund,Department of Human Services - Office of Homeless Services City of Philadelphia - 19 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",1271376
2020,Grants Revenue Fund,Finance,Government Operations,Advances and Other Misc. Payments,220000939
2020,Grants Revenue Fund,Revenue,Government Operations,Purchase of Services,26425000
2020,Grants Revenue Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,10175000
2020,Grants Revenue Fund,Office of Sustainability,Government Operations,Personal Services,20000
2020,Grants Revenue Fund,Office of Sustainability,Government Operations,Purchase of Services,70000
2020,Grants Revenue Fund,Free Library,Libraries,Personal Services,914361
2020,Grants Revenue Fund,Free Library,Libraries,Pers. Svcs.-Emp.Benefits,173019
2020,Grants Revenue Fund,Free Library,Libraries,Purchase of Services,3925265
2020,Grants Revenue Fund,Free Library,Libraries,"Materials, Supplies & Equip.",3195865
2020,Grants Revenue Fund,Auditing (City Controller),Government Operations,"Materials, Supplies & Equip.",397297
2020,Grants Revenue Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",200000
2020,Grants Revenue Fund,District Attorney,Courts & the Justice System,Personal Services,6673001
2020,Grants Revenue Fund,District Attorney,Courts & the Justice System,Pers. Svcs.-Emp.Benefits,545000
2020,Grants Revenue Fund,District Attorney,Courts & the Justice System,Purchase of Services,4556148
2020,Grants Revenue Fund,District Attorney,Courts & the Justice System,"Materials, Supplies & Equip.",3528457
2020,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Personal Services,90000
2020,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,61780058
2020,Grants Revenue Fund,City Commissioners,Government Operations,Personal Services,210000
2020,Grants Revenue Fund,City Commissioners,Government Operations,Purchase of Services,2215000
2020,Grants Revenue Fund,City Commissioners,Government Operations,"Materials, Supplies & Equip.",200000
2020,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Personal Services,30573045
2020,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Pers. Svcs.-Emp.Benefits,14624921
2020,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Purchase of Services,5743058
2020,Grants Revenue Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",1637846
2020,Aviation Fund,Office of Innovation and Technology,Government Operations,Personal Services,1541600
2020,Aviation Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,1457089
2020,Aviation Fund,Managing Director - Office of Fleet Management,Government Operations,Personal Services,1520109
2020,Aviation Fund,Managing Director - Office of Fleet Management,Government Operations,Purchase of Services,588000
2020,Aviation Fund,Managing Director - Office of Fleet Management,Government Operations,"Materials, Supplies & Equip.",1493000
2020,Aviation Fund,Managing Director - Office of Fleet Management - Vehicle Purchase,Government Operations,"Materials, Supplies & Equip.",4800000
2020,Aviation Fund,Police,Police,Personal Services,17861395
2020,Aviation Fund,Police,Police,Purchase of Services,77500
2020,Aviation Fund,Police,Police,"Materials, Supplies & Equip.",93000
2020,Aviation Fund,Fire,Emergency Services,Personal Services,9126574
2020,Aviation Fund,Fire,Emergency Services,Purchase of Services,15000
2020,Aviation Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",155900
2020,Aviation Fund,Fire,Emergency Services,Payments to Other Funds,23000
2020,Aviation Fund,Public Property-Utilities,Government Operations,Purchase of Services,26900000
2020,Aviation Fund,Finance,Government Operations,Purchase of Services,4146000
2020,Aviation Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,66061224
2020,Aviation Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",2512000
2020,Aviation Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,134825501
2020,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,55920000
